x,result
-3.141592653589793,1.70370713479687E-13
-3.1405926535897932,-9.999998331638386E-4
-3.1395926535897933,-0.0019999986664985714
-3.1385926535897934,-0.0029999954998353
-3.1375926535897936,-0.003999989333176392
-3.1365926535897937,-0.004999979166528264
-3.1355926535897938,-0.005999963999901581
-3.134592653589794,-0.006999942833311293
-3.133592653589794,-0.007999914666778844
-3.132592653589794,-0.008999878500332058
-3.131592653589794,-0.009999833334007694
-3.1305926535897943,-0.010999778167851195
-3.1295926535897944,-0.01199971200191683
-3.1285926535897945,-0.012999633836272896
-3.1275926535897947,-0.013999542670994606
-3.1265926535897948,-0.014999437506175507
-3.125592653589795,-0.015999317341919752
-3.124592653589795,-0.01699918117834749
-3.123592653589795,-0.017999028015596615
-3.122592653589795,-0.018998856853818726
-3.1215926535897953,-0.019998666693185205
-3.1205926535897954,-0.020998456533887416
-3.1195926535897955,-0.021998225376134228
-3.1185926535897956,-0.02299797222015721
-3.1175926535897958,-0.023997696066210737
-3.116592653589796,-0.02499739591456986
-3.115592653589796,-0.02599707076553547
-3.114592653589796,-0.02699671961943164
-3.113592653589796,-0.02799634147661074
-3.1125926535897963,-0.02899593533745145
-3.1115926535897964,-0.029995500202357868
-3.1105926535897965,-0.03099503507176777
-3.1095926535897966,-0.031994538946144575
-3.1085926535897968,-0.03299401082598547
-3.107592653589797,-0.03399344971181772
-3.106592653589797,-0.034992854604203025
-3.105592653589797,-0.03599222450373699
-3.104592653589797,-0.03699155841105004
-3.1035926535897973,-0.03799085532680727
-3.1025926535897974,-0.03899011425171179
-3.1015926535897975,-0.03998933418650602
-3.1005926535897976,-0.040988514131969085
-3.0995926535897977,-0.041987653088921294
-3.098592653589798,-0.042986750058224284
-3.097592653589798,-0.04398580404078073
-3.096592653589798,-0.04498481403753673
-3.095592653589798,-0.04598377904948172
-3.0945926535897983,-0.04698269807765235
-3.0935926535897984,-0.04798157012312895
-3.0925926535897985,-0.04898039418703857
-3.0915926535897986,-0.04997916927055862
-3.0905926535897987,-0.05097789437491325
-3.089592653589799,-0.051976568501378
-3.088592653589799,-0.05297519065127895
-3.087592653589799,-0.05397375982599277
-3.086592653589799,-0.05497227502695243
-3.0855926535897993,-0.05597073525564071
-3.0845926535897994,-0.05696913951359872
-3.0835926535897995,-0.05796748680242143
-3.0825926535897996,-0.058965776123763074
-3.0815926535897997,-0.05996400647933301
-3.0805926535898,-0.06096217687090126
-3.0795926535898,-0.06196028630029796
-3.0785926535898,-0.06295833376941348
-3.0775926535898,-0.06395631828020024
-3.0765926535898003,-0.06495423883467431
-3.0755926535898004,-0.06595209443491468
-3.0745926535898005,-0.06694988408306668
-3.0735926535898006,-0.06794760678133943
-3.0725926535898007,-0.06894526153201158
-3.071592653589801,-0.0699428473374278
-3.070592653589801,-0.07094036320000283
-3.069592653589801,-0.07193780812221967
-3.068592653589801,-0.07293518110663572
-3.0675926535898013,-0.07393248115587536
-3.0665926535898014,-0.07492970727264074
-3.0655926535898015,-0.07592685845970507
-3.0645926535898016,-0.07692393371991699
-3.0635926535898017,-0.0779209320562023
-3.062592653589802,-0.07891785247156127
-3.061592653589802,-0.0799146939690743
-3.060592653589802,-0.08091145555190087
-3.059592653589802,-0.08190813622327726
-3.0585926535898023,-0.0829047349865252
-3.0575926535898024,-0.08390125084504492
-3.0565926535898025,-0.08489768280232082
-3.0555926535898026,-0.08589402986192071
-3.0545926535898027,-0.08689029102749804
-3.053592653589803,-0.08788646530279202
-3.052592653589803,-0.08888255169162793
-3.051592653589803,-0.08987854919791866
-3.050592653589803,-0.09087445682566819
-3.0495926535898032,-0.09187027357896868
-3.0485926535898034,-0.09286599846200305
-3.0475926535898035,-0.09386163047904647
-3.0465926535898036,-0.0948571686344683
-3.0455926535898037,-0.09585261193272782
-3.044592653589804,-0.0968479593783845
-3.043592653589804,-0.09784320997608946
-3.042592653589804,-0.09883836273059224
-3.041592653589804,-0.09983341664674104
-3.0405926535898042,-0.10082837072948145
-3.0395926535898043,-0.10182322398385972
-3.0385926535898045,-0.10281797541502252
-3.0375926535898046,-0.10381262402821803
-3.0365926535898047,-0.10480716882879862
-3.035592653589805,-0.10580160882221831
-3.034592653589805,-0.1067959430140386
-3.033592653589805,-0.10779017040992454
-3.032592653589805,-0.10878429001564908
-3.0315926535898052,-0.10977830083709272
-3.0305926535898053,-0.11077220188024442
-3.0295926535898055,-0.11176599215120471
-3.0285926535898056,-0.11275967065618087
-3.0275926535898057,-0.11375323640149562
-3.026592653589806,-0.1147466883935837
-3.025592653589806,-0.1157400256389936
-3.024592653589806,-0.11673324714438697
-3.023592653589806,-0.11772635191654296
-3.022592653589806,-0.11871933896235697
-3.0215926535898063,-0.11971220728884192
-3.0205926535898064,-0.12070495590312982
-3.0195926535898066,-0.12169758381247063
-3.0185926535898067,-0.12269009002423902
-3.0175926535898068,-0.1236824735459274
-3.016592653589807,-0.1246747333851521
-3.015592653589807,-0.12566686854965375
-3.014592653589807,-0.12665887804729778
-3.013592653589807,-0.12765076088607474
-3.0125926535898073,-0.12864251607410068
-3.0115926535898074,-0.12963414261962122
-3.0105926535898075,-0.13062563953101042
-3.0095926535898077,-0.13161700581677077
-3.0085926535898078,-0.13260824048553618
-3.007592653589808,-0.13359934254607211
-3.006592653589808,-0.1345903110072764
-3.005592653589808,-0.13558114487818146
-3.004592653589808,-0.1365718431679529
-3.0035926535898083,-0.1375624048858924
-3.0025926535898084,-0.13855282904143856
-3.0015926535898085,-0.13954311464416627
-3.0005926535898086,-0.14053326070379224
